"Yeah, thanks.",BRUCE,"Да, спасибо.","Так, дякую."
"OK, so one thing that's always struck me about your work is how much continuity. There is in Fabric of reality or even articles you wrote much before.
There seems to be many of the same themes that you hit on in ""Beginning of Infinity"" 15 years later thinking about human universality, optimism, progress, the growth of knowledge, explanations and so on.
Obviously you were changing and growing just like any of us.
But I do wonder, would you say your basic worldview formed when you were younger?
Was it from reading Popper?
Or was there a teenaged David Deutsch who was into, say, pessimistic postmodern philosophy, who thought problems aren't soluble and humans are cosmic scum?
If So, what changed you?",HOST,"Хорошо, так вот, одна вещь, которая всегда поражала меня в вашей работе, это то, насколько она беспрерывна. Она есть в «Структура Реальности» или даже в статьях, которые вы писали гораздо раньше.
Кажется, там есть много тех же тем, которые вы затронули в «Начале бесконечности» 15 лет спустя, размышляя о человеческой универсальности, оптимизме, прогрессе, росте знаний, объяснениях и так далее.
Очевидно, вы менялись и росли, как и любой из нас.
Но мне интересно, могли бы вы сказать, что ваше основное мировоззрение сформировалось, когда вы были моложе?
Это было из-за чтения Карла Поппера?
Или был подросток Дэвид Дойч, который увлекался, скажем, пессимистической постмодернистской философией, который считал, что проблемы неразрешимы, а люди — космические отбросы?
Если да, то что изменило вас?","Добре, так от, одна річ, яка завжди вражала мене у вашій роботі, це те, наскільки вона безперервна. Вона є у «Структура Реальності» або навіть у статтях, які ви писали набагато раніше.
Здається, там є багато тих же тих, які ви торкнулися в «Початку нескінченності» 15 років по тому, розмірковуючи про людську універсальність, оптимізм, прогрес, зростання знань, пояснення і так далі.
Очевидно, ви змінювалися і росли, як і будь-хто з нас.
Але мені цікаво, чи могли б ви сказати, що ваш основний світогляд сформувався, коли ви були молодшими?
Чи це було через читання Карла Поппера?
Чи був підліток Девід Дойч, який захоплювався, скажімо, песимістичною постмодерною філософією, який вважав, що проблеми нерозв'язні, а люди — космічний мусор?
Якщо так, то що вас змінило?"
"Well, Karl Popper was the sea-change in my world view.
So before Popper - it wasn't that I was irrational and pessimistic and all that.
Before Popper I was only interested in physics.
And after reading Popper, I realized that you can't understand physics without understanding, for example, epistemology. Because there in the prevailing views about physics, in particular quantum theory, but also other branches of physics, There are simply bad epistemological theories embedded in within the physics theories which are spokes in the wheels and prevent progress.
So I got interested in epistemology in order to sort out the logjam in physics or try to sort out the logjam.
And it's a bit like, somebody trying to write their great novel and there's a, there's a leak in the roof and it's dripping down.
It's dripping down onto the page.
And you can't carry on writing until you fix the leak.
So I tried to fix the leak and then I saw that there's a whole load of other stuff going wrong and it's connected with the stuff I'm writing about, so that's how I got interested in these other things.",DD,"Ну, Карл Поппер был кардинальным изменением в моем мировоззрении.
До Поппера — не то чтобы я был иррациональным и пессимистичным и все такое.
До Поппера я интересовался только физикой.
А после прочтения Поппера я понял, что физику невозможно понять, не понимая, например, эпистемологию. Потому что в преобладающих взглядах на физику, в частности в квантовой теории, но также и в других разделах физики, есть просто плохие эпистемологические теории, встроенные в физические теории, которые являются спицами в колесах и мешают прогрессу.
Поэтому я заинтересовался эпистемологией, чтобы разобраться с затором в физике или попытаться разобраться с затором.
И это немного похоже на то, как кто-то пытается написать свой великий роман, и там, в крыше есть течь, и вода капает вниз.
Она капает на страницу.
И вы не можете продолжать писать, пока не устраните течь.
Итак, я попытался устранить течь, а затем увидел, что есть куча других проблем, и они связаны с тем, о чем я пишу, поэтому я и заинтересовался этими другими проблемами.","Карл Поппер був кардинальною зміною у моєму світогляді.
До Поппера — не те щоб я був ірраціональним і песимістичним і таке інше.
До Поппера я цікавився лише фізикою.
А після прочитання Поппера я зрозумів, що фізику неможливо зрозуміти, не розуміючи, наприклад епістемологію. Тому що в переважних поглядах на фізику, зокрема в квантовій теорії, але також і в інших розділах фізики, є просто погані епістемологічні теорії, вбудовані у фізичні теорії, які є спицями в колесах і заважають прогресу.
Тому я зацікавився епістемологією, щоб розібратися із затором у фізиці чи спробувати розібратися із затором.
І це трохи схоже на те, як хтось намагається написати свій великий роман, і там у даху є течія, і вода капає вниз.
Вона капає на сторінку.
І ви не можете продовжувати писати, поки не усунете течію.
Отже, я спробував усунути течію, а потім побачив, що є купа інших проблем, і вони пов'язані з тим, що я пишу, тому я і зацікавився цими іншими проблемами."
"And would you say that your philosophical interests, your epistemology and critical rationalism have influenced your work as a physicist?",HOST,"И можете ли вы сказать, что ваши философские интересы, ваша эпистемология и критический рационализм повлияли на вашу работу как физика?","І чи можете ви сказати, що ваші філософські інтереси, ваша епістемологія та критичний раціоналізм вплинули на вашу роботу як фізика?"
"Yes, although causally I think it's the other way around.
I mean, I was trying to solve some problems in physics like making sense the foundations of quantum theory, connecting the theory of measurement to the basic structure of physics, following Everett in that respect.
And so the driving force, initially the driving force was physics, but I got interested in these other things in their own right.
I mean, of course, I read Dawkins's ""Selfish Gene"" and like many other people, that just changed the direction of my thinking. And then I saw the connections.
Then I got interested in connections themselves, which is why I wrote ""The ""Fabric Of Reality"""". I saw that all these things I was trying to understand are actually connected with each other and that people make a mistake about, let's say evolution.
And it turns out that the reason they're making that mistake is that they're making a mistake in epistemology.
And, these 4 strands, they're not the four strands of the universe.
They're just the four strands of knowledge that we have a great deal of understanding about.
Those four strands are all connected and they all have characteristic errors in them, which need to be corrected.
And they're kind of all the same error.
And that also attracted me to think about it. Because, as it says in the beginning of ""the ""Fabric Of Reality"""", all those 4 strands have in common that they're in some sense accepted as the prevailing idea, and in other sense, contemptuously rejected as the fundamental idea, both at the same time.",DD,"Да, хотя причинно-следственно я думаю, что все наоборот.
Я имею в виду, что я пытался решить некоторые проблемы в физике, например, осмыслить основы квантовой теории, связать теорию измерения с базовой структурой физики, следуя Эверетту в этом отношении.
Итак, изначально движущей силой была физика, но я заинтересовался этими другими вещами как таковыми.
Я имею в виду, конечно, я прочитал «Эгоистичный ген» Докинза, и, как и многие другие люди, это просто изменило направление моего мышления. А затем я увидел связи.
Затем я заинтересовался самими связями, поэтому я написал «Структура Реальности». Я увидел, что все эти вещи, которые я пытался понять, на самом деле связаны друг с другом, и что люди ошибаются, скажем, в эволюции.
И оказывается, что причина, по которой они совершают эту ошибку, заключается в том, что они совершают ошибку в эпистемологии.
И эти 4 нити, они не являются четырьмя нитями вселенной.
Это всего лишь четыре нити знания, о которых мы хорошо понимаем.
Все эти четыре нити связаны, и все они имеют характерные ошибки, которые необходимо исправить.
И они все являются одной и той же ошибкой.
И это также привлекло меня к размышлениям об этом. Потому что, как говорится в начале «Структура Реальности», все эти 4 нити имеют то общее, что они в каком-то смысле принимаются как фундаментальная идея, а в другом смысле презрительно отвергаются как фундаментальная идея, и то и другое одновременно.","Так, хоча причинно-наслідково я думаю, що все навпаки.
Я маю на увазі, що я намагався вирішити деякі проблеми у фізиці, наприклад, осмислити основи квантової теорії, пов'язати теорію вимірювання з базовою структурою фізики, дотримуючись Еверетту щодо цього.
Отже, спочатку рушійною силою була фізика, але я зацікавився цими іншими як такими речами.
Я маю на увазі, звичайно, я прочитав «Егоїстичний ген» Докінза, і, як і багато інших людей, це просто змінило напрямок мого мислення. А потім я побачив зв'язки.
Потім я зацікавився самими зв'язками, тому я написав книгу ""Структура Реальності"". Я побачив, що всі ці речі, які я намагався зрозуміти, насправді пов'язані одна з одною, і що люди помиляються, скажімо, в еволюції.
І виявляється, що причина, через яку вони роблять цю помилку, полягає в тому, що вони роблять помилку в епістемології.
І ці 4 нитки, вони не є чотирма нитками всесвіту.
Це лише чотири нитки знання, про які ми добре розуміємо.
Всі ці чотири нитки пов'язані і всі вони мають характерні помилки, які необхідно виправити.
І всі вони є однією і тією ж помилкою.
І це також привабило мене до роздумів про це. Тому що, як мовиться на початку книги «Структура Реальності», всі ці нитки мають те спільне, що вони в якомусь сенсі сприймаються як фундаментальна ідея, а в іншому сенсі зневажливо відкидаються як фундаментальна ідея, і те й інше одночасно."
"That I just barely read that in ""Fabric Of Reality"".
That's exactly what you said.
I thought that was really interesting.",BRUCE,"Я только что прочитал это в «Структура Реальности».
Это именно то, что вы сказали.
Я подумал, что это действительно интересно.","Я щойно прочитав це у «Структура Реальності».
Це те, що ви сказали.
Я подумав, що це справді цікаво."
"Yeah, and I think it's still so, although, I've been trying to push back against this and I rewatched Bronowski's ""The Ascent of Man"" for like the sixth time and I saw that's what he was trying to do as well.
He's like this guy, that meme cartoon where this one person is saying ""yes, you are all wrong"".
And then there are ranks and ranks of people in the cartoon like all faceless, all the same.
And this one guy is saying ""yes, you are all wrong"".
Well, that's how I see Bronowski.",DD,"Да, и я думаю, что это все еще так, хотя я пытался от этого отталкиваться, и я пересмотрел «Восхождение человека» Броновски где-то в шестой раз, и я увидел, что он тоже пытался это сделать.
Он как этот парень из того интернет-мема, где один человек говорит «да, вы все неправы».
Там есть ряды и ряды людей, как будто они все безликие, все одинаковые.
И этот парень говорит «да, вы все неправы».
Вот как я вижу Броновски.","Так, і я думаю, що це все ще так, хоча я намагався від цього відштовхуватися, і я переглянув «Сходження людини» Броновськи десь ушосте, і я побачив, що він теж намагався це зробити.
Він як цей хлопець із того інтернет-мему, де одна людина каже «так, ви всі неправі».
Там є ряди і ряди людей, начебто вони всі безликі, однакові.
І цей хлопець каже «так, ви всі неправі».
Ось як я бачу Броновський."
"If I might say interject one thing about Bronowski, ""the ascent of Man"".
I recently read the book and I got so much more out.
I think the documentary is a little bit slow for modern audiences.
Maybe I wasn't really grasping what he was trying to get across, but when I read the book, it was just probably one of the best science books I've ever read in my life.
And now I want to go back and rewatch the documentary.",HOST,"Если позволите, я вставлю одну вещь о Броновски, «восхождение человека».
Недавно я прочитал книгу и вынес из нее гораздо больше.
Я думаю, что документальный фильм немного медленноват для современной аудитории.
Может быть, я не совсем понял, что он пытался донести, но когда я прочитал книгу, это была, вероятно, одна из лучших научных книг, которые я когда-либо читал в своей жизни.
И теперь я хочу вернуться и пересмотреть документальный фильм.","Якщо дозволите, я вставлю одну річ про Броновський, «сходження людини».
Нещодавно я прочитав книгу і виніс із неї набагато більше.
Я думаю, що документальний фільм трохи повільний для сучасної аудиторії.
Можливо, я не зовсім зрозумів, що він намагався донести, але коли я прочитав книгу, це була, мабуть, одна з найкращих наукових книг, які я коли-небудь читав у своєму житті.
І тепер я хочу повернутися та переглянути документальний фільм."
"I agree. I mean, I dont think he's slow delivery.
I really like it.
Maybe that, old or something.
I think not many people can deliver an explanation and pause for thought and not lose the audience.
At least not lose me.
I guess I'm just.
He pauses at exactly the right moment when I want to think as well.
And I don't know anyone else who can do that.
I certainly can't do it.",DD,"Согласен. Я имею в виду, я не думаю, что он медленно доносит.
Мне фильм очень нравится.
Может быть, он стар или что-то в этом роде.
Я думаю, не многие люди могут объяснять и потом сделать паузу для размышлений и не потерять аудиторию.
По крайней мере, не потерять меня.
Я имею ввиду.
Он делает паузу именно в нужный момент, когда я тоже хочу подумать.
И я не знаю никого другого, кто мог бы так сделать.
Я определенно не могу так делать.","Згоден. Я маю на увазі, не думаю, що він повільно розповідає.
Мені дуже подобається фільм.
Можливо, він старий чи щось таке.
Я думаю, не багато людей можуть пояснювати і потім зробити паузу для роздумів та не втратити аудиторію.
Принаймні не втратити мене.
Я маю на увазі.
Він робить паузу саме в потрібну мить, коли я теж хочу подумати.
І я не знаю нікого іншого, хто міг би це зробити.
Я напевно не можу так робити."
"Maybe it's just when one have been more acclimated to the modern style of documentary or film. But I mean, even to go back and watch some things from the 50s, it's just it's, it takes more effort.",HOST,"Может быть, я просто больше привык к современному стилю документального или художественного кино. Но даже чтобы люди возвращались и смотерли что-то из 50-х, это просто требует больших усилий.","Можливо, я просто більше звик до сучасного стилю документального чи мистецького кіно. Але навіть щоб люди поверталися та дивилися щось із 50-х, це просто вимагає великих зусиль."
"Maybe try double speed, right?",DD,"Может, попробуешь удвоить скорость, да?","Може, спробуєш подвоїти швидкість?"
"Well, anyway, let's just go through these questions if that's OK.
Like I said, based on different things that Bruce and I have wrestled with on the show for the last, well, for me, 50 episodes and Bruce for the last 100 episodes. Let's let's move right on to free will, if that's OK.
I used to be the kind of guy who was into Sam Harris and read his book on free will and was telling people at parties that there's no free will and things.
But I kind of readjusted my thinking a little bit on that.
Popperian scientist Donald Campbell (of course him, I'm sure) proposed the idea of downward causation.
Downward causation is the idea that big things influence little things just as little things influence big things.
I've got a quote here about that.
Maybe there's a more sophisticated understanding of that, but that's what I get at least.
I mean, it makes some sense to me.
So human minds influence the quantum world just as the reverse.
You have your own counter-argument to reductionism in the form of the copper atom on the statue of Winston Churchill's nose.
The thought experiment.
I'm sure most of our listeners know about that.
Are these conceptions of free will the same or related?",HOST,"Ну, в любом случае, давайте просто рассмотрим вопросы, если вы не против.
Как я уже сказал, основываясь на разных вещах, с которыми мы с Брюсом боролись в шоу в течение последних, для меня, 50 эпизодов, а Брюс в течение последних 100 эпизодов. Давайте перейдем сразу к свободе воли, если вы не против.
Раньше я был тем парнем, который увлекался Сэмом Харрисом, читал его книгу о свободе воли и говорил людям на вечеринках, что нет никакой свободы воли и тому подобное.
Но я немного пересмотрел свои мысли по этому поводу.
Попперовский ученый Дональд Кэмпбелл (конечно вы знаете его, я уверен) предложил идею нисходящей причинно-следственной связи.
Нисходящая причинно-следственная связь — это идея о том, что большие вещи влияют на маленькие, так же как маленькие влияют на большие.
Вот моя цитата об этом.
Но возможно, есть и более сложное понимание этого, но это - по крайней мере то, как я это понимаю.
Я имею в виду, что для меня это имеет смысл.
Что человеческий разум влияет на квантовый мир так же, как и наоборот.
У вас же есть свой контраргумент к редукционизму в виде ""атома меди на статуе носа Уинстона Черчилля"".
Мысленный эксперимент.
Я уверен, что большинство наших слушателей знают об этом.
Являются ли эти концепции свободы воли одинаковыми или связанными?","Ну, у будь-якому випадку, давайте просто розглянемо питання, якщо ви не проти.
Як я вже сказав, ґрунтуючись на різних речах, з якими ми з Брюсом боролися у шоу протягом останніх, для мене, 50 епізодів, а Брюс протягом останніх 100 епізодів. Давайте відразу перейдемо до свободи волі, якщо ви не проти.
Раніше я був тим хлопцем, який захоплювався Семом Харрісом, читав його книгу про свободу волі та говорив людям на вечірках, що немає жодної свободи волі тощо.
Але я трохи переглянув свої думки з цього приводу.
Поперівський вчений Дональд Кемпбелл (звичайно ви знаєте його, я впевнений) запропонував ідею спадного причинно-наслідкового зв'язку.
Спадна причинно-наслідковий зв'язок — це ідея про те, що великі речі впливають на маленькі, так само як маленькі впливають на великі.
Ось моя цитата про це.
Але можливо, є й складніше розуміння цього, але це принаймні те, як я це розумію.
Я маю на увазі, що для мене це має сенс.
Що людський розум впливає квантовий світ так само, як і навпаки.
У вас є свій контраргумент до редукціонізму у вигляді ""атома міді на статуї носа Уінстона Черчілля"".
Думковий експеримент.
Я впевнений, що більшість наших слухачів знають про це.
Чи є ці концепції свободи волі однаковими чи пов'язаними?"
"I think they're related, but I think that trying to understand free will or many other things in terms of causation is already risking going down the wrong path, because concept of causation has a built into it a concept of time.
The ""something earlier can cause something later, but something later can't cause something earlier"".
But I think it's more fruitful to think in terms of explanation, because for example, in my favorite example of in this regard, if you want to explain the state of the universe at The Big Bang and you start thinking of that in terms of causation, then you're naturally going to say ""well, what caused The Big Bang"" And then you're going to go wrong.
You'll either say ""it was some earlier universe that caused The Big Bang"" or ""it was God"" or something.
And those are well known dead ends.",DD,"Я думаю, что они связаны, но я думаю, что попытка понять свободу воли или многие другие вещи с точки зрения причинности уже рискует пойти по неверному пути, потому что концепция причинности имеет встроенную концепцию времени.
«Что-то более раннее может повлиять на что-то более позднее, но что-то более позднее не может повлиять на что-то более раннее».
Но я думаю, что более плодотворно думать с точки зрения объяснений, потому что, например, в моем любимом примере, если вы хотите объяснить состояние Вселенной во время Большого взрыва и начинаете думать об этом с точки зрения причинности, то вы, естественно, скажете «что же вызвало Большой взрыв?». И тогда вы ошибетесь.
Вы либо скажете «это была какая-то более ранняя Вселенная, которая вызвала Большой взрыв», либо «это был Бог» или что-то в этом роде.
И это общеизвестные тупики.","Я думаю, що вони пов'язані, але я думаю, що спроба зрозуміти свободу волі або багато інших речей з точки зору причинності вже ризикує піти неправильним шляхом, тому що концепція причинності має вбудовану концепцію часу.
«Щось раніше може вплинути на щось пізніше, але щось пізніше не може вплинути на щось раніше».
Але я думаю, що плідніше думати з погляду пояснень, тому що, наприклад, у моєму улюбленому прикладі, якщо ви хочете пояснити стан Всесвіту під час Великого вибуху і починаєте думати про це з точки зору причинності, то ви, природно, скажете «що викликало Великий вибух?». І тоді ви помилитеся.
Ви або скажете «це був якийсь більш ранній Всесвіт, який викликав Великий вибух», або «це був Бог» або щось таке.
І це загальновідомі безвиході."
"So that's not an interesting question ""What caused that?""",HOST,Так что это не интересный вопрос: «Что стало причиной этого?»,Тож це не цікаве питання: «Що стало причиною цього?»
"This is an interesting question. But ""How do you explain?"" is better.
The question ought to be not ""what caused The Big Bang"", but ""how do we explain The Big Bang?""
What kind of explanation of the universe can tell us what the The Big Bang must have been like, or should have been like, or could have been like, or, whatever the right mode of explanation is?
So similarly, when we want to explain things in real life, we sometimes want to know what caused them, but often that's completely uninteresting.
The, the atom at the ""copper atom at the tip of Churchill's nose"" is something that can be explained in terms of things before, but it's not the ""atoms before"".
It's the human intentions and strivings and morality and that kind of thing. But not everything...
If we want to explain Napoleon, you might ask ""why did he lose the battle of Waterloo?"".
If you think in terms of causation and in terms of this concept that ""explanations have to be in terms of earlier causes"", you'd go back to Napoleon's childhood and you try to dig up facts about, whether he played with toy soldiers or that kind of thing.
Whereas that is not a the explanation that we're looking for.
I mean, in principle it could turn out that is the explanation, but that need not be the explanation.
The explanation that is more likely is more in terms of the kind of explanation we want for historical events.
It will be in terms of understanding what political situation, what military situation Napoleon came into and why, what problem he was trying to solve and why he thought certain things were the solution to the problem.
Some of them really were the solution, some of them weren't the solution.
The interesting thing is, what's the difference between those, what's similar among those, and so on. Rather than, what events in his childhood led him to be a great dictator.",DD,"Это интересный вопрос. Но лучше спросить «Как объяснить?».
Вопрос должен быть не «что вызвало Большой взрыв», а «как объяснить Большой взрыв?»
Какое объяснение вселенной может рассказать нам, каким должен был быть Большой взрыв, или каким должен он был быть, или он мог быть, и так далее соответствуя правильной манере объяснения.
Точно так же, когда мы хотим объяснить вещи в реальной жизни, мы иногда хотим знать, что их вызвало, но часто это совершенно неинтересно.
Атом в «атоме меди на кончике носа Черчилля» можно объяснить в терминах ""вещей, которые были раньше"", но эти вещи не являются «атомами, которые были раньше».
Что же является? Человеческие намерения, стремления, мораль и тому подобное, но не всё...
Если мы хотим объяснить Наполеона, вы можете спросить «почему он проиграл битву при Ватерлоо?».
Если вы мыслите в терминах причинности или в терминах концепций, похожих на «объяснения должны быть в терминах более ранних причин», то вы вернетесь в детство Наполеона и попытаетесь откопать факты о том, играл ли он в солдатики или что-то в этом роде.
Тогда как это не то объяснение, которое мы ищем.
Я имею в виду, что в принципе такое объяснение может оказаться правильным объяснением, но не обязательно.
Более вероятное объяснение больше относится к тому типу объяснения, которое мы хотим получить для исторических событий.
Оно будет в терминах понимания того, в какой политической ситуации, в какой военной ситуации оказался Наполеон и почему, какую проблему он пытался решить и почему он считал определенные вещи решением проблемы.
Некоторые из них действительно были решением проблем, некоторые — нет.
Интересно то, в чем разница между ними, что между ними похожего и так далее. Вместо того, чтобы спрашивать, какие события в его детстве привели его к тому, чтобы стать великим диктатором.","Це цікаве питання. Але краще запитати: «Як пояснити?».
Питання має бути не «що викликало Великий вибух», а «як пояснити Великий вибух?»
Яке пояснення всесвіту може розповісти нам, яким мав бути Великий вибух, чи яким він мав бути, або він міг бути, і так далі відповідаючи правильній манері пояснення.
Так само, коли ми хочемо пояснити речі в реальному житті, ми іноді хочемо знати, що їх викликало, але часто це зовсім нецікаво.
Атом в «атомі міді на кінчику носа Черчілля» можна пояснити в термінах ""речей, які були раніше"", але ці речі не є ""атомами, які були раніше"".
Що ж таке? Людські наміри, прагнення, мораль тощо, але не все...
Якщо ми хочемо пояснити Наполеона, ви можете запитати: «Чому він програв битву при Ватерлоо?».
Якщо ви думаєте в термінах причинності або в термінах концепцій, схожих на «пояснення повинні бути в термінах більш ранніх причин», то ви повернетеся в дитинство Наполеона і спробуєте відкопати факти про те, чи він грав у солдатики чи щось таке.
Тоді як це не те пояснення, яке ми шукаємо.
Я маю на увазі, що в принципі таке пояснення може виявитися правильним, але не обов'язково.
Більш вірогідне пояснення більше стосується того типу пояснення, яке хочемо отримати для історичних подій.
Воно буде в термінах розуміння того, в якій політичній ситуації, в якій військовій ситуації опинився Наполеон і чому, яку проблему він намагався вирішити, і чому він вважав певні речі вирішенням проблеми.
Деякі з них справді були вирішенням проблем, деякі ні.
Цікаво те, в чому різниця між ними, що між ними схоже і таке інше. Замість того, щоб питати, які події в його дитинстві призвели до того, щоб стати великим диктатором."
